,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price(lakhs),Brand
4635,Accent GLE,Delhi,2012,56000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.45,Hyundai
4636,Alto 800 LXI,Pune,2013,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.5,Maruti
4637,SL-Class SL 500,Kolkata,2010,35000,Petrol,Automatic,First,8.1,5461.0,387.3,2.0,29.5,Mercedes-Benz
4638,Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,5.75,Ford
4639,Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0,Hyundai
4640,Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,4.62,Skoda
4641,Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,23.5,Audi
4642,XUV500 W8 2WD,Kolkata,2013,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.25,Mahindra
4643,Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,Manual,First,17.0,1591.0,121.3,5.0,11.88,Hyundai
4644,Verna Xi (Petrol),Chennai,2009,60000,Petrol,Manual,Third,13.9,1599.0,103.2,5.0,2.25,Hyundai
4645,Ikon 1.6 CLXI,Pune,2003,83000,Petrol,Manual,Second,14.2,1597.0,92.0,5.0,0.85,Ford
4646,Micra Active XV,Pune,2018,24000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.0,Nissan
4647,Brio VX AT,Pune,2016,32198,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5.1,Honda
4648,Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.5,Toyota
4649,Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.64,1498.0,108.5,5.0,2.9,Volkswagen
4650,XUV500 W10 AWD,Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.96,Mahindra
4651,Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.45,Hyundai
4652,Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,Diesel,Manual,First,13.5,2198.0,157.7,7.0,23.86,Ford
4653,Spark 1.0 LT,Kochi,2008,43761,Petrol,Manual,First,18.0,995.0,62.0,5.0,1.75,Chevrolet
4654,Ertiga SHVS VDI,Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248.0,88.5,7.0,9.75,Maruti
4655,Amaze S i-Dtech,Bangalore,2013,61510,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.75,Honda
4656,City i VTEC S,Delhi,2014,60000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25,Honda
4657,Cooper Countryman D,Bangalore,2014,35165,Diesel,Automatic,Second,23.8,1998.0,112.0,5.0,22.0,Mini
4658,Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,14.14,Toyota
4659,Superb Elegance 1.8 TSI AT,Delhi,2014,65000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,11.95,Skoda
4660,Wagon R LXI BS IV,Delhi,2011,68000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.5,Maruti
4661,i10 Era 1.1,Mumbai,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.75,Hyundai
4662,Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.85,Tata
4663,Baleno Zeta 1.2,Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.25,Maruti
4664,Vento 1.6 Highline,Mumbai,2014,56058,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4.95,Volkswagen
4665,Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75,Hyundai
4666,Figo Diesel EXI,Delhi,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.55,Ford
4667,Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,4.5,Honda
4668,Alto 800 LXI,Kochi,2015,21652,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.01,Maruti
4669,Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,42.0,Land-Rover
4670,A6 2.7 TDI,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,11.5,Audi
4671,E-Class 280 CDI,Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.99,Mercedes-Benz
4672,City 1.5 V AT Exclusive,Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,3.71,Honda
4673,CR-V 2.4 4WD AT,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,2.0,Honda
4674,Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.48,Maruti
4675,Wagon R LXI,Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,Maruti
4676,Creta 1.6 CRDi SX Option,Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10.9,Hyundai
4677,Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,5.5,Maruti
4678,EON D Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.71,Hyundai
4679,Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.25,Maruti
4680,Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.9,Volkswagen
4681,City 1.5 GXI,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,1.1,Honda
4682,Polo Petrol Trendline 1.2L,Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.72,Volkswagen
4683,Alto 800 2016-2019 CNG LXI,Kochi,2017,24310,CNG,Manual,First,33.44,796.0,40.3,4.0,3.7,Maruti
4684,GLA Class 200 CDI,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.85,Mercedes-Benz
4685,Santa Fe 4X2,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,12.25,Hyundai
4686,Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9,Maruti
4687,Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.28,Hyundai
4688,Xylo E8 BS IV,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.75,Mahindra
4689,Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.85,Hyundai
4690,Vento Petrol Highline,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,2.95,Volkswagen
4691,Accord 2.4 A/T,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,4.85,Honda
4692,S-Class S 350 d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,30.0,Mercedes-Benz
4693,B Class B200 CDI,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,19.9,Mercedes-Benz
4694,Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,10.8,Hyundai
4695,Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75,Maruti
4696,A3 35 TDI Premium,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,19.25,Audi
4697,Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.5,Renault
4698,Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75,Ford
4699,Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.0,Hyundai
4700,Figo Diesel ZXI,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.2,Ford
4701,Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,5.84,Volkswagen
4702,V40 D3 R Design,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,24.0,Volvo
4703,Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,6.25,Hyundai
4704,7 Series 2007-2012 730Ld,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,36.0,BMW
4705,Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,3.0,Mitsubishi
4706,Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.0,Toyota
4707,Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.5,Maruti
4708,Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.4,Maruti
4709,3 Series Luxury Line,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,37.92,BMW
4710,Vento Petrol Highline AT,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,5.25,Volkswagen
4711,i20 1.2 Asta,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.5,Hyundai
4712,X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.0,BMW
4713,Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,5.56,Hyundai
4714,E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,22.0,Mercedes-Benz
4715,Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,22.0,Land-Rover
4716,i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65,Hyundai
4717,Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.85,Hyundai
4718,Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6.95,Volkswagen
4719,XUV500 W8 2WD,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,Mahindra
4720,Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,0.85,Maruti
4721,Superb Style 1.8 TSI AT,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,7.25,Skoda
4722,Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,Maruti
4723,Scorpio 2.6 LX,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.25,Mahindra
4724,GLA Class 200 Sport Edition,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,26.0,Mercedes-Benz
4725,Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.66,Mahindra
4726,Duster 110PS Diesel RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.85,Renault
4727,Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,23.68,Audi
4728,Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,15.75,Land-Rover
4729,Vento Diesel Comfortline,Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,3.5,Volkswagen
4730,5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,6.99,BMW
4731,Elantra CRDi SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15.57,Hyundai
4732,Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,5.29,Tata
4733,redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.25,Datsun
4734,X5 xDrive 30d,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,20.0,BMW
4735,6 Series 630i Coupe,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,47.5,BMW
4736,Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,1.22,Maruti
4737,Polo Petrol Comfortline 1.2L,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.65,Volkswagen
4738,GO Plus A,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,3.1,Datsun
4739,Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.5,Hyundai
4740,Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.46,Maruti
4741,Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.38,Hyundai
4742,Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,4.8,Volkswagen
4743,Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,Honda
4744,Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.95,Maruti
4745,Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,Skoda
4746,E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,10.0,Mercedes-Benz
4747,Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.0,Mahindra
4748,Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75,Nissan
4749,Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,3.1,Maruti
4750,EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.61,Hyundai
4751,Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.29,Honda
4752,Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.13,Nissan
4753,Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1,Maruti
4754,3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95,BMW
4755,Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35,Volkswagen
4756,Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.9,Maruti
4757,Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,2.8,Maruti
4758,Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,8.75,Maruti
4759,A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,19.5,Audi
4760,Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.75,Honda
4761,Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,8.0,Mahindra
4762,City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7,Honda
4763,X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,12.5,BMW
4764,Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.75,Chevrolet
4765,Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1.9,Ford
4766,Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.5,Maruti
4767,New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,30.3,Mercedes-Benz
4768,Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,16.0,Skoda
4769,X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.78,BMW
4770,EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,Hyundai
4771,A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,43.0,Audi
4772,Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.38,Ford
4773,Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65,Maruti
4774,Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3,Maruti
4775,New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,34.0,Mercedes-Benz
4776,Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,0.7,Hyundai
4777,Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.83,Hyundai
4778,Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77,Honda
4779,Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1,Maruti
4780,Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.95,Volkswagen
4781,A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,16.25,Audi
4782,Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,52.54,Land-Rover
4783,XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4,Mahindra
4784,Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.95,Ford
4785,Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85,Tata
4786,Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95,Maruti
4787,Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.45,Hyundai
4788,Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75,Honda
4789,i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95,Hyundai
4790,Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62,Tata
4791,i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79,Hyundai
4792,Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5,Maruti
4793,Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01,Maruti
4794,i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4,Hyundai
4795,Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.49,Toyota
4796,i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66,Hyundai
4797,Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5,Hyundai
4798,i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,Hyundai
4799,Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19,Maruti
4800,Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25,Honda
4801,M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.0,Mercedes-Benz
4802,i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7,Hyundai
4803,i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39,Hyundai
4804,Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.69,Maruti
4805,Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,58.54,BMW
4806,Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4,Maruti
4807,Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5,Chevrolet
4808,Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,Honda
4809,Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25,Ford
4810,Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti
4811,New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,18.5,Mercedes-Benz
4812,Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25,Honda
4813,Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85,Maruti
4814,EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14,Hyundai
4815,Prius 2009-2016 Z4,Mumbai,2011,44000,Electric,Automatic,First,12.99,1798.0,73.0,5.0,12.75,Toyota
4816,i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0,Hyundai
4817,Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0,Ford
4818,City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0,Honda
4819,SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53,Maruti
4820,Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35,Chevrolet
4821,Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5,Volkswagen
4822,City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9,Honda
4823,Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26,Hyundai
4824,Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99,Hyundai
4825,GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95,Mercedes-Benz
4826,Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8,Ford
4827,Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75,Volkswagen
4828,TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75,Mahindra
4829,Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2,Ford
4830,Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42,Hyundai
4831,Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,3.0,Maruti
4832,i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,Hyundai
4833,A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75,Audi
4834,Micra Active XV S,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5,Nissan
4835,M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0,Mercedes-Benz
4836,Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0,Land-Rover
4837,Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25,Hyundai
4838,Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65,Skoda
4839,Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,Maruti
4840,Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7,Hyundai
4841,Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21,Hyundai
4842,TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3,Mahindra
4843,Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72,Hyundai
4844,X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0,BMW
